Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-17 12:04:50,2018-09-17 12:04:50,0.001s,PASSED
Statement - log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 68.0.3440.106,,2018-09-17 12:04:50,2018-09-17 12:04:50,0.001s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-17 12:04:50,2018-09-17 12:04:52,2.003s,PASSED
click,Chrome 68.0.3440.106,Click on InActive tab selection,2018-09-17 12:04:52,2018-09-17 12:04:52,0.121s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-17 12:04:52,2018-09-17 12:04:54,2.003s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 68.0.3440.106,,2018-09-17 12:04:54,2018-09-17 12:04:54,0.002s,PASSED
"Statement - Table = driver.findElement(org.openqa.selenium.By.xpath(""//*/div[@class=""col-sm-12""]//table""))",Chrome 68.0.3440.106,To locate table on User Master Page,2018-09-17 12:04:54,2018-09-17 12:04:54,0.026s,PASSED
"Statement - rows = Table.findElements(org.openqa.selenium.By.xpath(""//*/div[@class=""col-sm-12""]//table/tbody/tr/td[4]/button[3]""))",Chrome 68.0.3440.106,Locate all rows available on user master page,2018-09-17 12:04:54,2018-09-17 12:04:54,0.015s,PASSED
Statement - TotalRows = rows.size(),Chrome 68.0.3440.106,,2018-09-17 12:04:54,2018-09-17 12:04:54,0.000s,PASSED
Statement - If (TotalRows >= 1),Chrome 68.0.3440.106,,2018-09-17 12:04:54,2018-09-17 12:04:54,0.000s,PASSED
Statement - Else,Chrome 68.0.3440.106,,2018-09-17 12:04:54,2018-09-17 12:04:54,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-17 12:04:54,2018-09-17 12:04:54,0.003s,PASSED
