Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay,Chrome 68.0.3440.106,,2018-09-13 16:19:11,2018-09-13 16:19:13,2.001s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementNotPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Landing Page/tab- Dash Options, [DashOption:My Account]), 5, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-13 16:19:13,2018-09-13 16:19:15,2.166s,PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-13 16:19:15,2018-09-13 16:19:15,0.004s,PASSED
,,,,,,
Test Cases/2. Landing Page/Verify- Navigate My Products,Chrome 68.0.3440.106,,2018-09-13 16:19:15,2018-09-13 16:19:20,4.850s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-13 16:19:15,2018-09-13 16:19:15,0.002s,PASSED
Statement - log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 68.0.3440.106,,2018-09-13 16:19:15,2018-09-13 16:19:15,0.001s,PASSED
click,Chrome 68.0.3440.106,,2018-09-13 16:19:15,2018-09-13 16:19:15,0.114s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-13 16:19:15,2018-09-13 16:19:17,2.002s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyTextPresent(""Product Master"", false, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-13 16:19:17,2018-09-13 16:19:20,2.599s,PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-13 16:19:20,2018-09-13 16:19:20,0.001s,PASSED
,,,,,,
Test Cases/2. Landing Page/Verify- Navigate My Help,Chrome 68.0.3440.106,,2018-09-13 16:19:20,2018-09-13 16:19:27,6.820s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-13 16:19:20,2018-09-13 16:19:20,0.001s,PASSED
Statement - log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 68.0.3440.106,,2018-09-13 16:19:20,2018-09-13 16:19:20,0.000s,PASSED
scrollToElement,Chrome 68.0.3440.106,,2018-09-13 16:19:20,2018-09-13 16:19:20,0.046s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-13 16:19:20,2018-09-13 16:19:22,2.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-13 16:19:22,2018-09-13 16:19:22,0.162s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-13 16:19:22,2018-09-13 16:19:24,2.002s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyTextPresent(""help page"", false, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-13 16:19:24,2018-09-13 16:19:27,2.490s,PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-13 16:19:27,2018-09-13 16:19:27,0.002s,PASSED
,,,,,,
Test Cases/1. Login_Logout/Logout From Application,Chrome 68.0.3440.106,,2018-09-13 16:19:27,2018-09-13 16:19:31,4.354s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-13 16:19:27,2018-09-13 16:19:27,0.002s,PASSED
Statement - log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 68.0.3440.106,,2018-09-13 16:19:27,2018-09-13 16:19:27,0.008s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-13 16:19:27,2018-09-13 16:19:29,2.005s,PASSED
click,Chrome 68.0.3440.106,,2018-09-13 16:19:29,2018-09-13 16:19:29,0.164s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-13 16:19:29,2018-09-13 16:19:31,2.003s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyTextPresent(""Sign in to Continue"", false, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-13 16:19:31,2018-09-13 16:19:31,0.074s,PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-13 16:19:31,2018-09-13 16:19:31,0.001s,PASSED
